X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
7,5,3,5,86.2,26.2,94.3,5.1,0.19292604501607719,0.4235294117647059,0.7000000000000001,0.0,0.0
7,4,10,2,90.6,35.4,669.1,6.7,0.5080385852090032,0.21176470588235297,0.055555555555555546,0.0,0.0
7,4,10,6,90.6,43.7,686.9,6.7,0.39871382636655955,0.21176470588235297,0.09999999999999998,0.0,0.0
8,6,3,5,91.7,33.3,77.5,9.0,0.1961414790996785,0.9647058823529411,0.39999999999999997,0.2,0.0
8,6,3,7,89.3,51.3,102.2,9.6,0.29581993569131837,0.9882352941176471,0.15555555555555553,0.0,0.0
8,6,8,7,92.3,85.3,488.0,14.7,0.6430868167202572,0.1647058823529412,0.5555555555555556,0.0,0.0
8,6,8,1,92.3,88.9,495.6,8.5,0.7041800643086817,0.1411764705882353,0.3,0.0,0.0
8,6,8,1,91.5,145.4,608.2,10.7,0.18649517684887462,0.8352941176470587,0.2,0.0,0.0
8,6,9,2,91.0,129.5,692.6,7.0,0.35048231511254024,0.5647058823529412,0.5555555555555556,0.0,0.0
7,5,9,6,92.5,88.0,698.6,7.1,0.662379421221865,0.29411764705882354,0.39999999999999997,0.0,0.0
7,5,9,6,92.5,88.0,698.6,7.1,0.5016077170418007,0.4235294117647059,0.7555555555555555,0.0,0.0
7,5,9,6,92.8,73.2,713.0,22.6,0.54983922829582,0.27058823529411763,0.39999999999999997,0.0,0.0
6,5,8,5,63.5,70.8,665.3,0.8,0.47588424437299043,0.6705882352941177,0.7000000000000001,0.0,0.0
6,5,9,1,90.9,126.5,686.5,7.0,0.6141479099678457,0.31764705882352945,0.2,0.0,0.0
6,5,9,3,92.9,133.3,699.6,9.2,0.7781350482315113,0.07058823529411767,0.45555555555555555,0.0,0.0
6,5,9,5,93.3,141.2,713.9,13.9,0.6655948553054662,0.34117647058823525,0.5555555555555556,0.0,0.0
5,5,3,6,91.7,35.8,80.8,7.8,0.414790996784566,0.1411764705882353,0.5555555555555556,0.0,0.0
8,5,10,1,84.9,32.8,664.2,3.0,0.46623794212218655,0.37647058823529417,0.5000000000000001,0.0,0.0
6,4,3,3,89.2,27.9,70.8,6.3,0.4405144694533763,0.23529411764705882,0.39999999999999997,0.0,0.0
6,4,4,6,86.3,27.4,97.1,5.1,0.22829581993569137,0.34117647058823525,0.45555555555555555,0.0,0.0
6,4,9,2,91.0,129.5,692.6,7.0,0.5176848874598072,0.29411764705882354,0.25555555555555554,0.0,0.0
5,4,9,1,91.8,78.5,724.3,9.2,0.5434083601286175,0.27058823529411763,0.25555555555555554,0.0,0.0
7,4,6,7,94.3,96.3,200.0,56.1,0.604501607717042,0.34117647058823525,0.45555555555555555,0.0,0.0
7,4,8,6,90.2,110.9,537.4,6.2,0.5562700964630225,0.32941176470588235,0.6,0.0,0.0
7,4,8,6,93.5,139.4,594.2,20.3,0.6913183279742765,0.2,0.6,0.0,0.0
7,4,8,7,91.4,142.4,601.4,10.6,0.45337620578778143,0.5294117647058822,0.5555555555555556,0.0,0.0
7,4,9,5,92.4,117.9,668.0,12.2,0.5401929260450162,0.22352941176470592,0.6,0.0,0.0
7,4,9,1,90.9,126.5,686.5,7.0,0.5530546623794212,0.38823529411764707,0.09999999999999998,0.0,0.0
6,3,9,6,93.4,145.4,721.4,8.1,0.9003215434083602,0.10588235294117648,0.25555555555555554,0.0,0.0
6,3,9,7,93.5,149.3,728.6,8.1,0.662379421221865,0.2823529411764706,0.3555555555555555,0.0,0.0
6,3,9,5,94.3,85.1,692.3,15.9,0.7459807073954985,0.10588235294117648,0.3555555555555555,0.0,0.0
6,3,9,1,88.6,91.8,709.9,7.1,0.28938906752411575,0.7411764705882353,0.7999999999999999,0.0,0.0
6,3,9,5,88.6,69.7,706.8,5.8,0.5916398713826367,0.25882352941176473,0.15555555555555553,0.0,0.0
6,3,9,7,91.7,75.6,718.3,7.8,0.49839228295819943,0.2823529411764706,0.3555555555555555,0.0,0.0
6,3,9,1,91.8,78.5,724.3,9.2,0.6109324758842445,0.2,0.25555555555555554,0.0,0.0
6,3,9,2,90.3,80.7,730.2,6.3,0.5144694533762058,0.5529411764705883,0.45555555555555555,0.0,0.0
6,3,10,2,90.6,35.4,669.1,6.7,0.627009646302251,0.10588235294117648,0.45555555555555555,0.0,0.0
7,4,10,5,90.0,41.5,682.6,8.7,0.2926045016077171,0.5294117647058822,0.5555555555555556,0.0,0.0
7,3,10,6,90.6,43.7,686.9,6.7,0.5016077170418007,0.1411764705882353,0.39999999999999997,0.0,0.0
4,4,3,2,88.1,25.7,67.6,3.8,0.3826366559485531,0.32941176470588235,0.25555555555555554,0.0,0.0
4,4,7,2,79.5,60.6,366.7,1.5,0.6784565916398715,0.25882352941176473,0.3,0.0,0.0
4,4,8,6,90.2,96.9,624.2,8.9,0.5209003215434085,0.31764705882352945,0.7000000000000001,0.0,0.0
4,4,8,2,94.8,108.3,647.1,17.0,0.4630225080385853,0.4588235294117647,0.5555555555555556,0.0,0.0
4,4,9,6,92.5,88.0,698.6,7.1,0.559485530546624,0.38823529411764707,0.25555555555555554,0.0,0.0
4,4,9,3,90.1,82.9,735.7,6.2,0.3440514469453377,0.6941176470588235,0.5000000000000001,0.0,0.0
5,6,9,3,94.3,85.1,692.3,15.9,0.762057877813505,0.10588235294117648,0.39999999999999997,0.0,0.0
5,6,9,1,90.9,126.5,686.5,7.0,0.4019292604501608,0.6470588235294117,0.3555555555555555,0.0,0.0
6,6,7,1,94.2,62.3,442.9,11.0,0.6688102893890677,0.24705882352941178,0.3,0.0,0.0
4,4,3,1,87.2,23.9,64.7,4.1,0.30868167202572355,0.23529411764705882,0.15555555555555553,0.0,0.0
4,4,3,1,87.6,52.2,103.8,5.0,0.28295819935691324,0.36470588235294116,0.6,0.0,0.0
4,4,9,4,92.9,137.0,706.4,9.2,0.5980707395498392,0.02352941176470591,0.09999999999999998,0.0,0.0
4,3,8,7,90.2,99.6,631.2,6.3,0.6205787781350482,0.22352941176470592,0.2,0.0,0.0
4,3,8,3,92.1,111.2,654.1,9.6,0.5852090032154342,0.31764705882352945,0.5000000000000001,0.0,0.0
4,3,8,3,92.1,111.2,654.1,9.6,0.5852090032154342,0.31764705882352945,0.5000000000000001,0.0,0.0
4,3,8,4,91.7,114.3,661.3,6.3,0.4951768488745982,0.35294117647058826,0.3555555555555555,0.0,0.0
4,3,9,4,92.9,137.0,706.4,9.2,0.819935691318328,0.10588235294117648,0.2,0.0,0.0
4,3,9,2,90.3,80.7,730.2,6.3,0.5016077170418007,0.5647058823529412,0.5000000000000001,0.0,0.0
4,3,10,7,92.6,46.5,691.8,8.8,0.37299035369774924,0.411764705882353,0.25555555555555554,0.0,0.0
2,2,2,1,84.0,9.3,34.0,2.1,0.37620578778135055,0.29411764705882354,0.5555555555555556,0.0,0.0
2,2,2,5,86.6,13.2,43.0,5.3,0.32475884244373,0.4235294117647059,0.055555555555555546,0.0,0.0
2,2,3,7,89.3,51.3,102.2,9.6,0.2990353697749197,0.2823529411764706,0.6,0.0,0.0
2,2,3,7,89.3,51.3,102.2,9.6,0.10610932475884247,0.5176470588235293,0.6555555555555556,0.0,0.0
2,2,8,4,93.0,75.3,466.6,7.7,0.5337620578778135,0.23529411764705882,0.5000000000000001,0.0,0.0
2,2,8,7,90.2,99.6,631.2,6.3,0.5980707395498392,0.21176470588235297,0.25555555555555554,0.0,0.0
2,2,8,1,91.1,103.2,638.8,5.8,0.672025723472669,0.18823529411764706,0.3,0.0,0.0
2,2,8,4,91.7,114.3,661.3,6.3,0.527331189710611,0.34117647058823525,0.45555555555555555,0.0,0.0
2,2,9,5,92.4,117.9,668.0,12.2,0.6688102893890677,0.25882352941176473,0.45555555555555555,0.0,0.0
2,2,9,5,92.4,117.9,668.0,12.2,0.559485530546624,0.21176470588235297,0.5555555555555556,0.0,0.0
2,2,9,5,92.4,117.9,668.0,12.2,0.559485530546624,0.21176470588235297,0.6555555555555556,0.0,0.0
4,5,3,5,91.7,33.3,77.5,9.0,0.48231511254019294,0.1294117647058824,0.45555555555555555,0.0,0.0
4,5,3,5,91.2,48.3,97.8,12.5,0.43729903536977505,0.1411764705882353,0.7999999999999999,0.0,0.0
4,5,9,5,94.3,85.1,692.3,15.9,0.49839228295819943,0.25882352941176473,0.3555555555555555,0.0,0.0
5,4,3,5,91.7,33.3,77.5,9.0,0.4308681672025724,0.11764705882352944,0.6555555555555556,0.0,0.0
5,4,8,2,88.8,147.3,614.5,9.0,0.4855305466237943,0.32941176470588235,0.45555555555555555,0.0,0.0
5,4,9,5,93.3,141.2,713.9,13.9,0.8167202572347267,0.1764705882352941,0.09999999999999998,0.0,0.0
9,9,2,4,84.2,6.8,26.6,7.7,0.1446945337620579,0.7529411764705882,0.3,0.0,0.0
9,9,2,5,86.6,13.2,43.0,5.3,0.4340836012861737,0.32941176470588235,0.3,0.0,0.0
1,3,3,1,87.6,52.2,103.8,5.0,0.1961414790996785,0.6705882352941177,0.3,0.0,0.0
1,2,8,5,90.1,108.0,529.8,12.5,0.4019292604501608,0.6000000000000001,0.25555555555555554,0.0,0.0
1,2,8,2,91.0,121.2,561.6,7.0,0.6237942122186497,0.047058823529411764,0.7000000000000001,0.0,0.0
1,2,8,7,91.4,142.4,601.4,10.6,0.5562700964630225,0.2823529411764706,0.6555555555555556,0.0,0.0
1,2,8,7,90.2,99.6,631.2,6.3,0.504823151125402,0.34117647058823525,0.2,0.0,0.0
1,2,8,2,94.8,108.3,647.1,17.0,0.527331189710611,0.4235294117647059,0.45555555555555555,0.0,0.0
1,2,8,3,92.1,111.2,654.1,9.6,0.4630225080385853,0.37647058823529417,0.055555555555555546,0.0,0.0
1,2,8,4,91.7,114.3,661.3,6.3,0.5787781350482315,0.35294117647058826,0.3555555555555555,0.0,0.0
1,2,9,4,92.9,137.0,706.4,9.2,0.6205787781350482,0.0,0.055555555555555546,0.0,0.0
1,2,9,4,92.9,137.0,706.4,9.2,0.7459807073954985,0.1411764705882353,0.2,0.0,0.0
1,2,9,4,92.9,137.0,706.4,9.2,0.6495176848874598,0.22352941176470592,0.2,0.0,0.0
1,2,9,7,93.5,149.3,728.6,8.1,0.7427652733118972,0.24705882352941178,0.3555555555555555,0.0,0.0
6,5,3,6,91.7,35.8,80.8,7.8,0.48874598070739556,0.11764705882352944,0.5000000000000001,0.0,0.0
6,5,8,6,90.2,96.9,624.2,8.9,0.4019292604501608,0.5176470588235293,0.6,0.0,0.0
8,6,3,5,91.7,35.8,80.8,7.8,0.48874598070739556,0.10588235294117648,0.5555555555555556,0.0,0.0
8,6,8,7,92.3,85.3,488.0,14.7,0.5980707395498392,0.2,0.6555555555555556,0.0,0.0
8,6,8,7,91.4,142.4,601.4,10.6,0.5144694533762058,0.32941176470588235,0.5000000000000001,0.0,0.0
8,6,8,1,91.1,103.2,638.8,5.8,0.6816720257234727,0.08235294117647057,0.25555555555555554,0.0,0.0
4,4,9,7,89.7,90.0,704.4,4.8,0.5016077170418007,0.5764705882352941,0.09999999999999998,0.0,0.0
3,4,2,6,83.9,8.0,30.2,2.6,0.33762057877813506,0.38823529411764707,0.15555555555555553,0.0,0.0
3,4,3,6,69.0,2.4,15.5,0.7,0.48874598070739556,0.10588235294117648,0.5555555555555556,0.0,0.0
3,4,8,7,91.4,142.4,601.4,10.6,0.30225080385852093,0.8470588235294116,0.45555555555555555,0.0,0.0
3,4,8,7,91.4,142.4,601.4,10.6,0.5659163987138265,0.2823529411764706,0.5555555555555556,0.0,0.0
3,4,8,7,91.4,142.4,601.4,10.6,0.5659163987138265,0.2823529411764706,0.5555555555555556,0.0,0.0
3,4,8,2,88.8,147.3,614.5,9.0,0.392282958199357,0.6000000000000001,0.5555555555555556,0.0,0.0
2,4,8,2,94.8,108.3,647.1,17.0,0.5755627009646302,0.29411764705882354,0.39999999999999997,0.0,0.0
2,4,9,6,92.5,121.1,674.4,8.6,0.7041800643086817,0.1647058823529412,0.45555555555555555,0.0,0.0
2,4,1,6,82.1,3.7,9.3,2.9,0.09967845659163987,0.7411764705882353,0.3,0.0,0.0
4,5,3,5,85.9,19.5,57.3,2.8,0.33762057877813506,0.4352941176470589,0.6555555555555556,0.0,0.0
4,5,3,4,91.4,30.7,74.3,7.5,0.5144694533762058,0.1647058823529412,0.3,0.0,0.0
4,5,8,7,90.2,99.6,631.2,6.3,0.617363344051447,0.21176470588235297,0.3,0.0,0.0
4,5,9,6,92.5,88.0,698.6,7.1,0.581993569131833,0.35294117647058826,0.3,0.0,0.0
4,5,9,1,88.6,91.8,709.9,7.1,0.48874598070739556,0.4823529411764706,0.5555555555555556,0.0,0.0
4,4,3,5,85.9,19.5,57.3,2.8,0.36977491961414793,0.32941176470588235,0.6,0.0,0.0
3,4,3,5,91.7,33.3,77.5,9.0,0.5337620578778135,0.03529411764705884,0.45555555555555555,0.0,0.0
3,4,9,7,89.7,90.0,704.4,4.8,0.662379421221865,0.2823529411764706,0.3555555555555555,0.0,0.0
3,4,9,1,91.8,78.5,724.3,9.2,0.5369774919614148,0.23529411764705882,0.25555555555555554,0.0,0.0
3,4,3,2,88.1,25.7,67.6,3.8,0.43729903536977505,0.1411764705882353,0.7999999999999999,0.0,0.0
3,5,3,2,88.1,25.7,67.6,3.8,0.4276527331189711,0.1411764705882353,0.6555555555555556,0.0,0.0
3,4,3,6,91.7,35.8,80.8,7.8,0.30225080385852093,0.1764705882352941,0.6555555555555556,0.0,0.0
3,4,3,6,91.7,35.8,80.8,7.8,0.41800643086816724,0.1411764705882353,0.5000000000000001,0.0,0.0
3,4,3,1,90.1,39.7,86.6,6.2,0.27009646302250806,0.1764705882352941,0.39999999999999997,0.0,0.0
3,4,8,4,93.0,75.3,466.6,7.7,0.559485530546624,0.24705882352941178,0.3,0.0,0.0
3,4,8,1,91.5,145.4,608.2,10.7,0.26045016077170424,0.6941176470588235,0.2,0.0,0.0
3,4,8,1,91.5,145.4,608.2,10.7,0.4790996784565918,0.32941176470588235,0.5555555555555556,0.0,0.0
3,4,9,7,92.4,124.1,680.7,8.5,0.6527331189710612,0.31764705882352945,0.5555555555555556,0.0,0.0
3,4,9,2,84.4,73.4,671.9,3.2,0.504823151125402,0.35294117647058826,0.3,0.0,0.0
3,4,9,5,94.3,85.1,692.3,15.9,0.5659163987138265,0.411764705882353,0.5555555555555556,0.0,0.0
3,4,10,7,92.6,46.5,691.8,8.8,0.5916398713826367,0.10588235294117648,0.5555555555555556,0.0,0.0
3,5,3,1,87.6,52.2,103.8,5.0,0.2186495176848875,0.39999999999999997,0.2,0.0,0.0
3,5,9,5,93.5,149.3,728.6,8.1,0.48231511254019294,0.32941176470588235,0.3,0.0,0.0
3,5,10,3,91.4,37.9,673.8,5.2,0.4405144694533763,0.36470588235294116,0.3555555555555555,0.0,0.0
2,5,10,7,92.6,46.5,691.8,8.8,0.42443729903536986,0.23529411764705882,0.055555555555555546,0.0,0.0
4,6,2,6,68.2,21.5,87.2,0.8,0.42443729903536986,0.29411764705882354,0.25555555555555554,0.0,0.0
4,6,3,1,87.2,23.9,64.7,4.1,0.3794212218649518,0.2823529411764706,0.3,0.0,0.0
4,6,3,7,89.3,51.3,102.2,9.6,0.27009646302250806,0.36470588235294116,0.5000000000000001,0.0,0.0
4,6,9,4,93.7,80.9,685.2,17.9,0.4951768488745982,0.31764705882352945,0.3,0.0,0.0
3,5,3,2,88.1,25.7,67.6,3.8,0.4083601286173634,0.27058823529411763,0.25555555555555554,0.0,0.0
3,5,8,6,93.5,139.4,594.2,20.3,0.4951768488745982,0.4352941176470589,0.6,0.0,0.0
3,6,9,7,92.4,124.1,680.7,8.5,0.48231511254019294,0.5058823529411764,0.09999999999999998,0.0,0.0
3,6,9,1,90.9,126.5,686.5,7.0,0.4308681672025724,0.6000000000000001,0.3,0.0,0.0
9,9,7,2,85.8,48.3,313.4,3.9,0.5080385852090032,0.31764705882352945,0.25555555555555554,0.0,0.36
1,4,9,2,91.0,129.5,692.6,7.0,0.627009646302251,0.27058823529411763,0.2,0.0,0.43
2,5,9,1,90.9,126.5,686.5,7.0,0.6334405144694535,0.2823529411764706,0.15555555555555553,0.0,0.47
1,2,8,3,95.5,99.9,513.3,13.2,0.6784565916398715,0.18823529411764706,0.45555555555555555,0.0,0.55
8,6,8,5,90.1,108.0,529.8,12.5,0.6109324758842445,0.4235294117647059,0.9444444444444445,0.0,0.61
1,2,7,6,90.0,51.3,296.3,8.7,0.4630225080385853,0.4470588235294118,0.5555555555555556,0.0,0.71
2,5,8,3,95.5,99.9,513.3,13.2,0.694533762057878,0.2,0.5555555555555556,0.0,0.77
6,5,8,4,95.2,131.7,578.8,10.4,0.8102893890675242,0.08235294117647057,0.39999999999999997,0.0,0.9
5,4,3,1,90.1,39.7,86.6,6.2,0.3536977491961415,0.29411764705882354,0.5555555555555556,0.0,0.95
8,3,9,2,84.4,73.4,671.9,3.2,0.707395498392283,0.15294117647058825,0.3555555555555555,0.0,0.96
2,2,8,2,94.8,108.3,647.1,17.0,0.48874598070739556,0.32941176470588235,0.7000000000000001,0.0,1.07
8,6,9,4,93.7,80.9,685.2,17.9,0.6913183279742765,0.11764705882352944,0.45555555555555555,0.0,1.12
6,5,6,5,92.5,56.4,433.3,7.1,0.6752411575562702,0.2823529411764706,0.5555555555555556,0.0,1.19
9,9,7,7,90.1,68.6,355.2,7.2,0.7266881028938907,0.1647058823529412,0.2,0.0,1.36
3,4,7,6,90.1,51.2,424.1,6.2,0.7202572347266882,0.32941176470588235,0.15555555555555553,0.0,1.43
5,4,9,5,94.3,85.1,692.3,15.9,0.5755627009646302,0.37647058823529417,0.5000000000000001,0.0,1.46
1,5,9,6,93.4,145.4,721.4,8.1,0.8810289389067525,0.1411764705882353,0.25555555555555554,0.0,1.46
7,4,8,7,94.8,108.3,647.1,17.0,0.4565916398713827,0.37647058823529417,0.09999999999999998,0.0,1.56
2,4,9,6,93.4,145.4,721.4,8.1,0.8488745980707397,0.1411764705882353,0.2,0.0,1.61
2,2,8,3,92.1,111.2,654.1,9.6,0.5209003215434085,0.35294117647058826,0.3555555555555555,0.0,1.63
2,4,8,3,92.1,111.2,654.1,9.6,0.5884244372990355,0.23529411764705882,0.39999999999999997,0.0,1.64
7,4,9,5,92.4,117.9,668.0,12.2,0.5401929260450162,0.22352941176470592,0.6,0.0,1.69
7,4,3,1,90.1,39.7,86.6,6.2,0.4469453376205789,0.1647058823529412,0.3,0.0,1.75
6,4,8,4,95.2,131.7,578.8,10.4,0.581993569131833,0.3058823529411765,0.39999999999999997,0.0,1.9
6,3,3,6,90.6,50.1,100.4,7.8,0.41800643086816724,0.18823529411764706,0.9,0.0,1.94
8,6,9,6,92.5,121.1,674.4,8.6,0.5016077170418007,0.4823529411764706,0.15555555555555553,0.0,1.95
8,5,9,7,89.7,90.0,704.4,4.8,0.5016077170418007,0.611764705882353,0.2,0.0,2.01
6,5,3,4,84.9,18.2,55.0,3.0,0.09967845659163987,0.6470588235294117,0.45555555555555555,0.0,2.14
6,5,8,3,92.1,111.2,654.1,9.6,0.4630225080385853,0.37647058823529417,0.055555555555555546,0.0,2.29
6,5,8,3,96.0,127.1,570.5,16.5,0.6816720257234727,0.21176470588235297,0.45555555555555555,0.0,2.51
6,5,3,5,91.2,48.3,97.8,12.5,0.39871382636655955,0.1294117647058824,1.0,0.0,2.53
8,6,8,4,95.2,131.7,578.8,10.4,0.594855305466238,0.35294117647058826,0.2,0.0,2.55
5,4,9,3,92.9,133.3,699.6,9.2,0.6334405144694535,0.23529411764705882,0.15555555555555553,0.0,2.57
8,6,8,3,85.6,90.4,609.6,6.6,0.48874598070739556,0.411764705882353,0.39999999999999997,0.0,2.69
